22,21,"other."
22,22,"l agreed."
22,23,"And then we said: Well, if you get it, call me back."
22,24,"And immediately, on my Bluetooth in my car, it said that the White House was"
22,25,"calling. And I took that call, and the White House operator asked if I would hold for the"
22,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767558"
23,1,"President, and it was [ who came on and said salutation. And he said that"
23,2,"the President would be with us shortly, and shortly thereafter, the President came on."
23,3,"Q (ERR, can! interrupt you for one second? I just want to clarify."
23,4,"You referenced iD. Is that (NM, the President of the Arizona Senate?"
23,5,"A __ That is correct."
23,6,"Q_ Okay. So {J told you that the President would be coming on the"
23,7,"line, and then he --"
23,8,"A And he shortly did, shortly thereafter he did."
23,9,"Q_ Okay."
23,10,"A Collegial, you know, some small talk. Andthen! said: Well, how can I be"
23,11,"of help?"
23,12,"And, again, in the context -- I support the President, and they said: Well, we are"
23,13,"given to understand -- and I am reconstructing a lot of things in my mind, that is, to my"
23,14,"best memory -- I understand that there are -- there has been a lot of fraud in your"
23,15,"election."
23,16,"And then he proceeded to give classifications, groups of people, a large amount,"
23,17,"60,000 illegal aliens, you know, large numbers, voted in your election, a number of dead"
23,18,"people voted in your election, fraudulent military ballots were counted in your election,"
23,19,"people that voted and moved -- and he had more. _I can't remember all of them"
23,20,"and -- and! said: I you -- J at first, and then it just got down to i -- do"
23,21,"you have -- do you have proof of that?"
23,22,"And they said: Yes."
23,23,"Isaid: Do you have names?"
23,24,"Yes."
23,25,"Can you give those to me?"
23,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767559"
24,1,"Yes."
24,2,"And the President -- and I said: I need more than just numbers. I need proof,"
24,3,"and I need it on my desk. I don't want it -- it's not a thing about a hunch, I think, maybe,"
24,4,"none of that. It has to be proof, names, how they voted, on my desk."
24,5,"Q (QE, can! interrupt you for one moment?"
24,6,"A Ofcourse."
24,7,"Q__ So was the person who started ticking off these claims that there were"
24,8,"60,000 illegal aliens who voted, a number of dead people voted, was that President"
24,9,"Trump or i?"
24,10,"A No, it was i."
24,11,"Q__ Did the President share any of his thoughts or give any input on the specifics"
24,12,"of the claims of election fraud?"
24,13,"A Hedid not, to my recollection. Not to the specifics. He didn't offer any"
24,14,"numbers or anything."
24,15,"Q Soy -"
24,16,"A He did say --"
24,17,"Q_I'msorry."
24,18,"A He did say, because I -- I was insistent that I had to have proof, real proof,"
24,19,"judicial level. That's the kind of proof I'm talking about. And the President said:"
24,20,"HEEB give the man what he wants. Give him what he wants."
24,21,"And QM said: twill. Iwill, We have it."
24,22,"And then he continued in his discussion. AndIsaid: J what's the ask here?"
24,23,"What's the ask?"
24,24,"And the President said: J what's the ask? What do you need from the"
24,25,"speaker?"
24,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767560"
25,1,"And then he said -- of the two issues that I remember most, the first was that he"
25,2,"wanted to have a committee meeting. He wanted the legislature to hold an official"
25,3,"committee and then be able, I would presume, when you say ""official committee,"" I'm"
25,4,"not talking about an interim ad hoc committee, but an official committee of using one of"
25,5,"our standard standing committees to do it."
25,6,"And that's what he said: We'd like to have a committee meeting and review this"
25,7,"proof and this information in a legislative committee. And then, you know, have some"
25,8,"type of established level of recognition of that information."
25,9,"And I said: I will not do that."
25,10,"And we discussed why. AndIsaid: I'm not going to have a circus. And you"
25,11,"know and I know that for me to establish some type of an official report to the legislature"
25,12,"that I should call the legislature into session."
25,13,"And to call them into a special session, I need two-thirds of the members to do"
25,14,"that, and I only have half plus one. The Democrats aren't going to call me into session or"
25,15,"let me go into session. And SJ said, he said: I'm not familiar with all of the laws of"
25,16,"Arizona and the legislature, et cetera."
25,17,"So I just said: You know, people can go out and do an ad hoc committee -- I"
25,18,"mean, and not named by the President, but the speaker or the President, they can go get"
25,19,"a group of people together and talk about it and do what they want. But if you're asking"
25,20,"something to happen in the House, I'm not going to allow that."
25,21,"Q_ So--"
25,22,"A Unless I see myself what it is we're talking about. That was kind of the"
25,23,"flavor of our discussion."
25,24,"Q__ Sol want to cover a couple things that you mentioned there. _ First, you said"
25,25,"that, early part of your answer, you said that the President encouraged EE to"
25,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767561"
26,1,"give you the evidence that you were looking for, and he said he would."
26,2,"Did (MM give you the evidence that you were asking for in that"
26,3,"conversation?"
26,4,"A Not then and not a week later, not 2 weeks later, not now. Never."
26,5,"Q_ Okay. The other thing I want to follow up on, I thought you said that there"
26,6,"were two components to the ask and one of them you've just described, which is that"
26,7,"there be an official committee meeting by a standing committee. What was the other"
26,8,"component of the ask by [EE ?"
26,9,"A __ And then he said in this flowing of the conversation said: We understand"
26,10,"from someone -- and I remember the phrase ""high up in Republican circles"" in the"
26,11,"legislature who said that Arizona law allows for you to call for the dismissal of the Biden"
26,12,"electors and the replacement of those electors by a new slate of electors for President"
26,13,"Trump if there was sufficient cause."
26,14,"And the flavor of the discussion was that the committee meeting would prove"
26,15,"sufficient cause to allow us then to move to number two, which would be the dismissal or"
26,16,"the questioning of the electors that had already been elected. I mean, the vote had"
26,17,"already been taken by the people, you know, 2 and a half weeks earlier."
26,18,"Q_ I'msorry. x, cic EM identify this high up person in"
26,19,"the Republican circles in the legislature?"
26,20,"A He did not. I said: I would very much like to know who that is."
26,21,"And he declined."
26,22,"Q_ So you were the leading Republican in the House as speaker, I assume?"
26,23,"A I presumed I was."
26,24,"Q And J was the leading Republican in the Senate?"
26,25,"A Yes."
26,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767562"
27,1,"Q_ And was she on this phone call with you on November 22nd?"
27,2,"A __ No, sir, she was not."
27,3,"Q Was it your understanding that J was talking about"
27,?,"es:"
27,5,"A No, it was not my understanding."
27,6,"Q_ Okay."
27,7,"A__ They never intimated any more than what I've told you. They never said"
27,8,"anymore. In my view, I know exactly who it was, but I couldn't -- that's just my personal"
27,9,"opinion for who had been pressing this very issue and pressing me to allow him to hold a"
27,10,"committee meeting to review it, and that was J, my Federal relations"
27,11,"chairman."
27,12,"Q (RD, in your view, was there any merit to the position that J"
27,13,"HE or whoever this person was, was pressing on EE that the Arizona State"
27,14,"legislature could disregard Biden electors and install electors for Trump instead?"
27,15,"A At the time -- in fact, when he said that, my response was: Now that's a"
27,16,"new one. I've never heard that one before."
27,17,"And Isaid: You need to tell me more about that."
27,18,"Andhedid. Notthey. He. [ij [Msaid: Well, we're given this"
27,19,"information and that there is a legal theory and there's some legal work."
27,20,"And I said: i can you think of a time that's ever happened in the United"
27,21,"States history?"
27,22,"He said: I personally am not an expert on Arizona law. So it was very general."
27,23,"It was later that I received a treatise -- I may have received it earlier by email, but I never"
27,24,"read it, wherein [ presents it as part of -- and he told -- he personally told me"
27,25,"that that was part of his term paper that he did as part of the legal studies program that"
27,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767563"
28,1,"he was entered in with the University of Arizona."
28,2,"And it also later came to my attention that [I had had some"
28,3,"information that was used by EE as a, you know, legal theory upon which to"
28,4,"base his paper and that he cited in his paper."
28,5,"But I had not any other clue other than that initial, you know, claim by"
28,6,"HM And he -- he backed right up. I mean, he didn't try to give me scripture and"
28,7,"verse where in Arizona statute. And he would have been way off, because the claim is"
28,8,"against Article Il, section 1, clause 2, about the legislative powers."
28,9,"But that was what he had said, and I just said: I I you're asking me to do"
28,10,"something that is beyond anything I have ever heard or contemplated as a constitutional"
28,11,"prerogative or choice that I might take. And I will do nothing, nothing that will put my"
28,12,"State at risk or cast a bad reputation on my State or on my body unless I know a lot more"
28,13,"about it and that I have competent legal -- and not necessarily from this conversation. I"
28,14,"said: I'm not going to go willy-nilly off and take some kind of decision without good"
28,15,"legal counsel on this issue, and I have some good lawyers. And -- and, in fact, I will -- I"
28,16,"may have gone beyond what you want me to answer, J."
28,17,"Q  No,no. That's fine. So just to summarize."
28,18,"So, SE, the second part of his ask -- the first part was that you convene a"
28,19,"special -- or you bring the committee back into session, an official committee."
28,20,"And the second ask was that the State legislature consider disregarding the Biden"
28,21,"electors and install the electors for Trump instead."
28,22,"And, on that second ask, you told him you never heard of such a thing, right?"
28,23,"A I never heard of such an authority or thing ever."
28,24,"Q_ And you shared your skepticism with [is ?"
28,25,"A I did."
28,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767564"
29,1,"Q_ And sorry?"
29,2,"A Strongly. Andhe said: Well, you know, we're all kind of Republicans and"
29,3,"we need to be working together."
29,4,"And I said -- I mean, that was, you know, those little snippets would be in the"
29,5,"conversation and I know when I'm being worked. _I mean, I've only been at it for a while."
29,6,"And I know he's trying to work me to a point. And I believe that one -- one point the"
29,7,"President said: We're just asking you to investigate. Just look into it."
29,8,"And -- and I said: _ I will give you the number of my attorney right now."
29,9,"But I said: I have seen people do that on their cell phones, but I'm not real"
29,10,"familiar with it, and, Mr. President, I can't even tweet on this thing and watch; it'll be me"
29,11,"telling my grandkids that me trying to do this, and I hung up on the President of the"
29,12,"United States."
29,13,"And Isaid: But I'll try."
29,14,"He said: Well, go for it."
29,15,"The President said: Well, go for it."
29,16,"And so I did, and that's exactly what I did. I disconnected us. I hung up on him."
29,17,"Q_ You're a man of your word."
29,18,"A I follow through. And then J immediately called me back and"
29,19,"said, hey -- he was laughing, and he said: Hey, the President, he's a great guy. He was"
29,20,"laughing like crazy. He said: You know that really is funny."
29,21,"And so then we went on. And_I got right back to dead serious. Isaid: Just"
29,22,"remember, [E, you said you had proof, and! wantit. You bring me the proof"
29,23,"of all these things you say are real."
29,24,"Q_ Sorry. And is that how you sort of left things at the end of that"
29,25,"conversation?"
29,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767565"
30,1,"A Yeah. It kind of ended that way. He said he would. I said: I'll have my"
30,2,"lawyer get in touch with you. You can expect his call, and I expect you to call him."
30,3,"And I gave him the number, and that's how we left the phone."
30,4,"Q_ And I think you've already said that you didn't get the proof that you had"
30,5,"requested and that he had promised?"
30,6,"A Thatis correct. Nor did he ever call NJ. He never made that call."
30,7,"Q___lIunderstand that, a week or so after that call -- yes?"
30,8,"HE. just wanted a couple of followup questions, is."
30,9,"a:"
30,10,"Q__ Just to clarify, did the President participate in the entirety of the phone call?"
30,11,"A Yes."
30,12,"Q Okay. And did you hear him ever challenge or dispute what JES"
30,13,"was saying to you?"
30,14,"A No."
30,15,"Q_ Okay. And you mentioned that in part of your -- part of your discussion"
30,16,"here with us today that one of the second ask that you described about replacing the"
30,17,"electors in Arizona, the Biden electors with Trump electors, that you now understand that"
30,18,"the source of this argument was in the United States Constitution."
30,19,"Did that come up during the call at that time, or is that something that you've"
30,20,"understood later?"
30,21,"A No. It did not come up in the call; it was later."
30,22,"Q Okay. So, at the time of this call in November 2020, all that [iy"
30,23,"was asserting to you was that someone from Arizona Republican circles had told him that"
30,24,"there was an Arizona law that would provide you an avenue to replace the electors. Is"
30,25,"that right?"
30,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767566"
31,1,"A Yes. That's correct."
31,2,"Q_ And did the President make any comment about that assertion by"
31,?,";"
31,4,"A Hedid not."
31,5,"Q_ Okay."
31,6,"HR. Thank you."
31,7,"HE... Schiff?"
31,8,"Mr. Schiff. Yes, thank you, [."
31,9,"Mr. Speaker, once again, thank you for spending part of your Father's Day with us"
31,10,"this way. I just wanted to follow up and make sure that weren't leaving anything out."
31,11,"Can you tell us, as best you can recall, each of the times the President spoke up during the"
31,12,"conversation and what he had to say?"
31,13,"HE Generally, I even thought, is this like a good cop, bad cop thing,"
31,14,"because he would say: I give him what he needs. Tell him what you need."
31,15,"What's the ask? We'll call the lawyer. Things like that."
31,16,"It was never -- and then one time he said, ""We would just like you to investigate"
31,17,"this,"" which was, in my view, I understood that to check it out: We'd like to ask you if"
31,18,"you would check it out."
31,19,"HE (What did the President say to you when he first got on the line with"
31,20,"you?"
31,21,"WU MCs said: = Mr. Speaker, I've heard a lot about you. You know, the"
31,22,"pat on the back stuff. We -- we'd like to talk with you about something that we've been"
31,23,"thinking about."
31,24,"He didn't go right to any point, but it was kind of a general introduction, some"
31,25,"niceties, and then he turned it over to"
31,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767567"
32,?,"Mr. Schiff. And what was the rest of the pat on the back stuff? Do you recall?"
32,?,"QR. That he had heard that I was doing a great job. He did -- we"
32,?,"did -- we had met when he had come to campaign, and we -- you know, we met him"
32,?,"coming down from Air Force One and went to an event with him and he gave the, you"
32,?,"know, the call to the stage and that kind of stuff."
32,?,"So we had met and it was more like, you know, we really appreciate Arizona. It's"
32,?,"a great State, great people, that kind of -- it was like campaign talk."
32,?,"Mr. Schiff. So, when you said that you campaigned for him in the 2020 election,"
32,?,"you actually campaigned with him at times?"
32,?,"HE. cic."
32,?,"Mr. Schiff. And was that more than once or what was the nature --"
32,?,"a. I only recall one campaign -- large campaign event where we went."
32,?,"And then I walked for the campaign and passed out flyers and, you know, went door to"
32,?,"door, things like that."
32,?,"Mr. Schiff. Wow. So you actually as the speaker of the House of"
32,?,"Representatives in Arizona, you went door to door precinct, walking for President Trump?"
32,?,"HE. 4c anc SR, yes, that's correct."
32,?,"Mr. Schiff. So, on the phone call after the pleasantries and the pat on the back,"
32,?,"he basically turns it over to [J to make the requests?"
32,?,"HR. That's correct."
32,?,"Mr. Schiff. And, you know, as {I is asking you to call the legislature into"
32,?,"session so that he can present whatever evidence he has or suggesting to you that the"
32,?,"legislature can somehow decertify the Biden electors or appoint Trump electors, is the"
32,?,"President commenting on this along the way?"
32,?,"H.-N. I don't ever remember him saying, like ""that's right"" or ""yes"""
32,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767568"
33,?,"or ""well said,"" nothing like that, never."
33,?,"Mr. Schiff. So his interjections were mostly to, as you say, good cop/bad cop to"
33,?,"prompt i to tell you exactly what he wants you to do?"
33,?,"HE. That is -- that is my recollection, Mr. Schiff. That's my"
33,?,"recollection, yes."
33,?,"Mr. Schiff. And, on the first ask, (NN wanted you to reconvene the"
33,?,"legislature so he could present you with what he claimed was evidence of these"
33,?,"allegations of fraud, but you weren't willing to do that without seeing some -- some"
33,?,"substance to these allegations. Is that right?"
33,?,"HEE. Representative, my recollection is that he wanted a committee"
33,?,"meeting at the legislature. It was my view that if we're going to have some official"
33,?,"outcome to this committee, that we would have to be in session, and that I talked about"
33,?,"that."
33,?,"But the committee meeting, the hope was for that so that they could present al! of"
33,?,"these cases, whatever it was that they had in an official capacity, establish an official"
33,?,"record for whatever use they felt that was necessary. That's my -- that was my"
33,?,"understanding."
33,?,"Mr. Schiff. And if I understood correctly, you had two strong objections to that?"
33,?,"One was you wanted to see some evidence first?"
33,?,"HR. That's correct."
33,?,"Mr. Schiff. And, second, in the absence of that evidence, it was going to be"
33,?,"impossible to convince enough of the legislature, the two-thirds needed to bring it back"
33,?,"into some session?"
33,?,"HE. think -- I had not thought that, but I think that is true. In my"
33,?,"view -- see, they have to vote. I can't callthemin. We can --I can say we're going to"
33,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767569"
34,?,"meet on X date and you'll vote whether you come in or not. They have to vote to come"
34,?,"in."
34,?,"And we have only called, I believe, the legislature has called itself into session one"
34,?,"time, and that was like in 1981 or -3, and it was to override a veto of the Governor."
34,?,"So I have no practical knowledge of the A, B, C, Ds of calling the legislature into"
34,?,"session. And that -- we would just rely on the established protocols, but I knew that I"
34,?,"had to have nine Democrats ascent to calling us into session."
34,?,"We had been fighting this battle for over a year on the COVID issue where they"
34,?,"wanted me to call them into session, repel the Governor's autocratic rule, et cetera."
34,?,"And this had been a subject of hundreds, thousands of emails over the last period of"
34,?,"COVID time when we were out of session, couldn't meet, you know, many of the"
34,?,"problems that the whole country was going through."
34,?,"So that point was, again, presented to me that I was just going to call us into"
34,?,"session, and I wanted to clarify to him how that would have to happen."
34,?,"Mr. Schiff. And, Mr. Speaker, can you tell us, again, as best you recall exactly"
34,?,"what -- what his second request was, that is, what he was arguing you could do to"
34,?,"either decertify the Biden electors, appoint Trump electors? What was he asking you to"
34,?,"do? What did he believe you had the power to do?"
34,?,"HS. The bridge between the first point and the second point was me"
34,?,"saying: Towhatend? What'stheend? I get the ask of the committee, but to what"
34,?,"end? Where are we going with this? What's the end?"
34,?,"And he said: Well, we understood that there's this thing where you would be"
34,?,"able to decertify."
34,?,"And we got into the second ask."
34,?,"And that was exactly it, that I would decertify because of obvious fraud, you know,"
34,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767570"
35,1,"things like that."
35,2,"Mr. Schiff. And by ""decertify"" you mean, he was asking --"
35,3,"HR. Decertify the electors’ position and decertify the election and allow"
35,4,"for the certification of a new slate of electors to go to Washington to represent Arizona"
35,5,"and our vote."
35,6,"Mr. Schiff. So his second ask was for you to call the legislature and to decertify"
35,7,"the electors for Biden, recertify electors for Trump, and send those to Washington?"
35,8,"HE. That's correct. That's as I understood it, yes."
35,9,"Mr. Schiff. And your response to him was what?"
35,10,"HR. That'sanewone. I'd never heard that one before, you know, as"
35,11,"far as some off-the-wall thing. said: Has that ever been done before?"
35,12,"He said: I really don't know. You know, I'm not familiar with Arizona law."
35,13,"He did kind of a pivot."
35,14,"And then I said: You're asking me to do something that has never been done"
35,15,"before, that's supposedly constitutional, and I swore an oath to the Constitution of the"
35,16,"United States, and I also swore an oath to the constitution and laws of my State, and I'm"
35,17,"going to just willy-nilly do this?"
35,18,"Isaid: No. lamnotgoingto. I swore an oath."
35,19,"And asked: Whose oath should I honor? Should I honor the United States?"
35,20,"Should I honor the State? I swore an oath to both."
35,21,"And he said: The United States Constitution trumps -- trumps the State"
35,22,"constitution."
35,23,"I said, I was -- I'll admit I was a little bit frustrated by now, and I said: I will not do"
35,24,"any such thing without sufficient proof, but also without sufficient -- I'm not going to do"
35,25,"this willy-nilly and make some commitment on the phone."
35,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767571"
36,1,"That kind of thing, you know. I thought somebody's trying to sell me a used car."
